id,group,age_demographic_tag,theme,gift_idea,why_unique,price_band,price_range
604,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Desk & Office,Leather laptop bag / briefcase,"Handsome, durable carry for the working professional.",D,"Rs 5,000+"
605,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Desk & Office,Ergonomic office chair cushion set,Kind to the back through long working days.,C,"Rs 1,500-5,000"
606,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Desk & Office,Personalised map / city-skyline art,A meaningful place framed for the office wall.,B,"Rs 500-1,500"
607,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Desk & Office,Desk humidor / cigar accessory set,A refined indulgence for the aficionado.,D,"Rs 5,000+"
608,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Desk & Office,Wireless charging desk-clock station,Consolidates gadgets into one elegant block.,C,"Rs 1,500-5,000"
609,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Desk & Office,Premium leather journal + pen set,For the thinker who still writes by hand.,C,"Rs 1,500-5,000"
610,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Desk & Office,Standing-desk converter,A genuine health upgrade for the desk-bound.,D,"Rs 5,000+"
611,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Bar & Tasting,Whisky-globe decanter + glasses set,A rotating-globe decanter that owns the bar cabinet.,D,"Rs 5,000+"
612,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Bar & Tasting,Personalised engraved whisky glasses,Monogrammed crystal for the man who appreciates a dram.,C,"Rs 1,500-5,000"
613,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Bar & Tasting,Cigar + whisky pairing gift set,An indulgent evening curated in a single box.,D,"Rs 5,000+"
614,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Bar & Tasting,Whisky-stone chilling set (steel),Cools the pour without watering it down.,B,"Rs 500-1,500"
615,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Bar & Tasting,Home cocktail-bar tool kit,Turns him into the host of the friend group.,C,"Rs 1,500-5,000"
616,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Bar & Tasting,Craft-gin / tasting flight set,A guided journey for the curious palate.,C,"Rs 1,500-5,000"
617,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Bar & Tasting,Smoked-cocktail kit (wood + torch),Restaurant theatre at home; a real showpiece.,C,"Rs 1,500-5,000"
618,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Bar & Tasting,Wine decanter + aerator set,Elevates every bottle he opens.,C,"Rs 1,500-5,000"
619,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Bar & Tasting,Personalised bar-caddy / coaster set,"A handsome, useful anchor for the home bar.",B,"Rs 500-1,500"
620,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Bar & Tasting,Beer / whisky making kit,A hands-on hobby with a very drinkable payoff.,C,"Rs 1,500-5,000"
621,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Health & Wellness,Percussion massage gun (pro),Melts away desk-and-workout knots; feels premium.,C,"Rs 1,500-5,000"
622,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Health & Wellness,Smart health / fitness watch,"Tracks heart, sleep and stress; genuinely motivating.",D,"Rs 5,000+"
623,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Health & Wellness,Shiatsu neck & back massager,Home-spa relief for the perpetually stiff-shouldered.,C,"Rs 1,500-5,000"
624,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Health & Wellness,Blood-pressure monitor (smart),Thoughtful health awareness for the busy 40s.,C,"Rs 1,500-5,000"
625,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Health & Wellness,Ergonomic recliner cushion / footrest,"Everyday comfort after long, demanding days.",C,"Rs 1,500-5,000"
626,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Health & Wellness,Sleep-tracking + white-noise device,Better rest as a gift; quietly transformative.,C,"Rs 1,500-5,000"
627,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Health & Wellness,Acupressure + foot-roller set,Simple daily relief for aching feet and calves.,B,"Rs 500-1,500"
628,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Health & Wellness,Posture-corrector trainer,A small nudge toward a healthier working spine.,B,"Rs 500-1,500"
629,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Health & Wellness,Home air-quality monitor / purifier,Cleaner air for the health-conscious household.,D,"Rs 5,000+"
630,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Health & Wellness,Meditation / breathing coach device,Stress relief made tangible and habit-forming.,C,"Rs 1,500-5,000"
631,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Hobbies,Golf accessories / rangefinder,For the weekend golfer who loves his gear.,D,"Rs 5,000+"
632,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Hobbies,Detailing kit for car enthusiasts,Turns Sunday car-care into a satisfying ritual.,C,"Rs 1,500-5,000"
633,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Hobbies,DSLR / mirrorless lens or accessory,A meaningful upgrade for the hobby photographer.,D,"Rs 5,000+"
634,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Hobbies,Home-barista espresso machine,Cafe-quality mornings; a daily-used passion gift.,D,"Rs 5,000+"
635,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Hobbies,Premium chess / backgammon set,A handsome set for the strategist at heart.,C,"Rs 1,500-5,000"
636,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Hobbies,Woodworking / DIY power-tool set,For the man who likes making and fixing.,D,"Rs 5,000+"
637,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Hobbies,Fishing gear / tackle upgrade,"Feeds a peaceful, patient weekend passion.",C,"Rs 1,500-5,000"
638,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Hobbies,Vinyl turntable + starter records,Analog warmth for the music-loving 40s.,D,"Rs 5,000+"
639,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Hobbies,"Model-build kit (car / aircraft, detailed)","A focus-heavy, display-worthy project.",C,"Rs 1,500-5,000"
640,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Hobbies,Astronomy telescope (quality),Stargazing awe to share with the kids.,D,"Rs 5,000+"
641,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Grooming & Style,Premium wet-shave razor + stand set,A daily ritual upgrade that feels distinguished.,C,"Rs 1,500-5,000"
642,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Grooming & Style,Automatic mechanical watch,A milestone timepiece to keep and pass on.,D,"Rs 5,000+"
643,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Grooming & Style,Signature-fragrance gift set,A sophisticated scent for the man of taste.,C,"Rs 1,500-5,000"
644,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Grooming & Style,Full-grain leather wallet (engraved),Everyday carry that ages beautifully.,C,"Rs 1,500-5,000"
645,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Grooming & Style,Personalised cufflink + tie-bar set,Sharp detailing for the formal wardrobe.,B,"Rs 500-1,500"
646,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Grooming & Style,Beard / grooming premium kit,Elevates the routine with quality tools and oils.,C,"Rs 1,500-5,000"
647,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Grooming & Style,Leather weekender travel bag,"Handsome, hard-wearing carry for getaways.",D,"Rs 5,000+"
648,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Grooming & Style,Sunglasses (premium polarised),A face-defining accessory built to last.,D,"Rs 5,000+"
649,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Grooming & Style,Personalised leather belt (buckle),A wardrobe staple made personal.,B,"Rs 500-1,500"
650,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Grooming & Style,Merino / cashmere sweater,"Effortless, timeless warmth he'll wear for years.",D,"Rs 5,000+"
651,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Home & Comfort,Smart-home hub + automation kit,Voice-controlled convenience for the whole house.,C,"Rs 1,500-5,000"
652,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Home & Comfort,Premium recliner / lounge chair,The evening-unwind throne he'd never buy himself.,D,"Rs 5,000+"
653,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Home & Comfort,Robotic vacuum cleaner,Buys back weekend hours; universally appreciated.,D,"Rs 5,000+"
654,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Home & Comfort,Personalised family portrait / caricature,His people as art; sentimental and lasting.,C,"Rs 1,500-5,000"
655,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Home & Comfort,Bluetooth vintage-radio speaker,Retro character with modern sound for the study.,C,"Rs 1,500-5,000"
656,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Home & Comfort,Weighted / temperature-regulating blanket,"Better sleep, gifted; surprisingly beloved.",D,"Rs 5,000+"
657,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Home & Comfort,Aroma diffuser + premium oils,"A calm, good-smelling home in one gadget.",B,"Rs 500-1,500"
658,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Home & Comfort,Personalised whisky-barrel / wall bar,A statement piece for the entertaining household.,D,"Rs 5,000+"
659,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Home & Comfort,Indoor bonsai / plant + care kit,"A living, meditative hobby for the desk or balcony.",C,"Rs 1,500-5,000"
660,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Home & Comfort,Premium coffee-table book (his passion),"Cars, travel, sport or art; décor with depth.",C,"Rs 1,500-5,000"
661,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Learning,Masterclass / online-course annual pass,A year of learning from the world's best.,D,"Rs 5,000+"
662,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Learning,Curated non-fiction book box (his field),Handpicked reads that respect his interests.,C,"Rs 1,500-5,000"
663,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Learning,Language-learning premium subscription,Feeds a bucket-list skill for future travels.,C,"Rs 1,500-5,000"
664,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Learning,Investing / finance book + tracker bundle,Practical tools for the wealth-building years.,B,"Rs 500-1,500"
665,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Learning,Leadership / biography audiobook credits,Learning on the commute for the busy professional.,C,"Rs 1,500-5,000"
666,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Learning,E-reader (glare-free),Carries a library; a gift the reader will bless.,D,"Rs 5,000+"
667,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Learning,Photography / skill workshop voucher,"Levels up a hobby with real, guided instruction.",C,"Rs 1,500-5,000"
668,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Learning,Chess / strategy mastery course,Sharpens a mind that loves a challenge.,B,"Rs 500-1,500"
669,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Learning,Documentary streaming annual gift,"Feeds curiosity across history, science and nature.",B,"Rs 500-1,500"
670,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Learning,Personalised leather-bound notebook set,"A dignified home for ideas, plans and notes.",C,"Rs 1,500-5,000"
671,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Experiences,Luxury staycation gift box (for two),A curated escape he can share with a partner.,D,"Rs 5,000+"
672,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Experiences,Supercar / superbike drive experience,A bucket-list adrenaline day he'll never forget.,D,"Rs 5,000+"
673,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Experiences,Golf-resort / green-fee experience,A dream round for the passionate golfer.,D,"Rs 5,000+"
674,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Experiences,Fine-dining tasting-menu voucher,An evening of culinary theatre for two.,D,"Rs 5,000+"
675,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Experiences,Personalised '#1 Dad' keepsake set,"Sentimental, family-first and genuinely touching.",B,"Rs 500-1,500"
676,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Experiences,Adventure weekend (trek/raft) voucher,Nature and adrenaline over any object.,C,"Rs 1,500-5,000"
677,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Experiences,Private whisky / wine tasting session,"A guided, indulgent evening for the connoisseur.",D,"Rs 5,000+"
678,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Experiences,Custom-engraved milestone crystal,Marks an anniversary or achievement in style.,C,"Rs 1,500-5,000"
679,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Experiences,Hot-air-balloon ride for two,A once-in-a-lifetime shared memory.,D,"Rs 5,000+"
680,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Experiences,Personalised year-you-were-born print / paper,Nostalgia framed; a thoughtful milestone gift.,B,"Rs 500-1,500"
681,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Foodie & Gourmet,Premium grill / smoker accessory set,For the man who rules the weekend barbecue.,D,"Rs 5,000+"
682,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Foodie & Gourmet,Gourmet coffee / bean-club hamper,A curated journey for the coffee ritualist.,C,"Rs 1,500-5,000"
683,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Foodie & Gourmet,Chef-grade knife set (gift box),A lifetime kitchen upgrade for the home cook.,D,"Rs 5,000+"
684,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Foodie & Gourmet,Whisky-and-chocolate pairing hamper,An indulgent evening curated in one box.,D,"Rs 5,000+"
685,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Foodie & Gourmet,Premium olive-oil / gourmet-pantry set,Elevates everyday cooking with the finest staples.,C,"Rs 1,500-5,000"
686,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Foodie & Gourmet,Personalised chopping board + tools,"A handsome, functional keepsake for the cook.",B,"Rs 500-1,500"
687,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Foodie & Gourmet,Home pizza-oven / stone kit,"Restaurant-style pizza nights, at home.",D,"Rs 5,000+"
688,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Foodie & Gourmet,Craft-beer / brewing premium kit,A rewarding hobby with a very drinkable payoff.,C,"Rs 1,500-5,000"
689,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Foodie & Gourmet,Cheese & charcuterie premium board,Turns an evening in into a little celebration.,C,"Rs 1,500-5,000"
690,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Foodie & Gourmet,Sous-vide precision cooker,Precision cooking for the serious home chef.,D,"Rs 5,000+"
691,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Fitness & Outdoors,Adjustable dumbbell / home-gym piece,A full home gym in a compact upgrade.,D,"Rs 5,000+"
692,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Fitness & Outdoors,Premium trekking backpack,For the man planning his next hill escape.,D,"Rs 5,000+"
693,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Fitness & Outdoors,Golf rangefinder / accessory set,A meaningful upgrade for the weekend golfer.,D,"Rs 5,000+"
694,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Fitness & Outdoors,Deep-tissue recovery massage gun,Melts away desk-and-workout stiffness.,C,"Rs 1,500-5,000"
695,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Fitness & Outdoors,Cycling gear / accessory bundle,"Lights, tools and kit for the weekend rider.",C,"Rs 1,500-5,000"
696,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Fitness & Outdoors,Fitness smart-watch (GPS),Motivating health tracking for the active 40s.,D,"Rs 5,000+"
697,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Fitness & Outdoors,Camping / outdoor cookware set,Fuels the getaways he loves to plan.,C,"Rs 1,500-5,000"
698,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Fitness & Outdoors,Home rowing / compact cardio machine,Full-body fitness without the gym commute.,D,"Rs 5,000+"
699,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Fitness & Outdoors,Insulated adventure flask / bottle,Rugged hydration for treks and long days.,B,"Rs 500-1,500"
700,"Men, 36-55","Comfort, hobbies, upgrades, legacy",Fitness & Outdoors,Recovery kit (foam roller + bands),Keeps an active body moving and pain-free.,B,"Rs 500-1,500"
701,"Women, 36-55","Wellness, home, gourmet, keepsakes",Wellness & Self-Care,Premium at-home spa hamper,A full pamper ritual she'd never indulge in herself.,D,"Rs 5,000+"
702,"Women, 36-55","Wellness, home, gourmet, keepsakes",Wellness & Self-Care,Shiatsu neck & shoulder massager,Home-spa relief for the always-carrying-everyone woman.,C,"Rs 1,500-5,000"
703,"Women, 36-55","Wellness, home, gourmet, keepsakes",Wellness & Self-Care,Aromatherapy diffuser + luxury oils,"Turns the home into a calm, fragrant sanctuary.",B,"Rs 500-1,500"
704,"Women, 36-55","Wellness, home, gourmet, keepsakes",Wellness & Self-Care,Weighted blanket (queen),"Anxiety-easing, sleep-improving comfort.",D,"Rs 5,000+"
705,"Women, 36-55","Wellness, home, gourmet, keepsakes",Wellness & Self-Care,Silk pillowcase + sleep-mask set,Gentle-on-skin luxury felt every single night.,B,"Rs 500-1,500"
706,"Women, 36-55","Wellness, home, gourmet, keepsakes",Wellness & Self-Care,Foot-spa massager (heated),End-of-day relief that feels genuinely restorative.,C,"Rs 1,500-5,000"
707,"Women, 36-55","Wellness, home, gourmet, keepsakes",Wellness & Self-Care,Personalised robe + slipper set,Hotel-comfort at home with her initials.,C,"Rs 1,500-5,000"
708,"Women, 36-55","Wellness, home, gourmet, keepsakes",Wellness & Self-Care,Acupressure mat + bolster,"A surprising, effective tension-melter.",B,"Rs 500-1,500"
709,"Women, 36-55","Wellness, home, gourmet, keepsakes",Wellness & Self-Care,Sunrise wake-light alarm,"Gentler, brighter mornings and better mood.",C,"Rs 1,500-5,000"
710,"Women, 36-55","Wellness, home, gourmet, keepsakes",Wellness & Self-Care,Premium skincare ritual set,A considered upgrade to her daily self-care.,D,"Rs 5,000+"
711,"Women, 36-55","Wellness, home, gourmet, keepsakes",Home & Decor,Personalised family-name LED sign,"A warm, custom centrepiece for the living space.",C,"Rs 1,500-5,000"
712,"Women, 36-55","Wellness, home, gourmet, keepsakes",Home & Decor,Luxury scented-candle collection,Signature home scents for every mood and season.,C,"Rs 1,500-5,000"
713,"Women, 36-55","Wellness, home, gourmet, keepsakes",Home & Decor,Ceramic vase + premium faux florals,"Effortless, forever-fresh beauty for the shelf.",C,"Rs 1,500-5,000"
714,"Women, 36-55","Wellness, home, gourmet, keepsakes",Home & Decor,Personalised family portrait art,Her people as art; treasured wall décor.,C,"Rs 1,500-5,000"
715,"Women, 36-55","Wellness, home, gourmet, keepsakes",Home & Decor,Handcrafted table-lamp (statement),A designer touch that transforms a corner.,D,"Rs 5,000+"
716,"Women, 36-55","Wellness, home, gourmet, keepsakes",Home & Decor,Custom map / travel-memory print,A meaningful place framed for the wall.,B,"Rs 500-1,500"
717,"Women, 36-55","Wellness, home, gourmet, keepsakes",Home & Decor,Premium bedsheet / linen gift set,Everyday luxury she'll feel in every good night's sleep.,D,"Rs 5,000+"
718,"Women, 36-55","Wellness, home, gourmet, keepsakes",Home & Decor,Decorative brass / metal accent set,Elegant home accents for the design-loving eye.,C,"Rs 1,500-5,000"
719,"Women, 36-55","Wellness, home, gourmet, keepsakes",Home & Decor,Indoor plant + designer planter,"A living, calming touch for the home.",B,"Rs 500-1,500"
720,"Women, 36-55","Wellness, home, gourmet, keepsakes",Home & Decor,Personalised recipe / family-cookbook,Family recipes preserved as a keepsake book.,C,"Rs 1,500-5,000"
721,"Women, 36-55","Wellness, home, gourmet, keepsakes",Kitchen & Gourmet,Premium tea / coffee sampler hamper,A journey of flavours for the ritual-lover.,C,"Rs 1,500-5,000"
722,"Women, 36-55","Wellness, home, gourmet, keepsakes",Kitchen & Gourmet,Cast-iron / premium cookware piece,A lifetime kitchen upgrade she'll use daily.,D,"Rs 5,000+"
723,"Women, 36-55","Wellness, home, gourmet, keepsakes",Kitchen & Gourmet,Personalised engraved cutting board,"A beautiful, functional keepsake for the cook.",B,"Rs 500-1,500"
724,"Women, 36-55","Wellness, home, gourmet, keepsakes",Kitchen & Gourmet,Gourmet chocolate / dessert box,An indulgent treat curated with care.,C,"Rs 1,500-5,000"
725,"Women, 36-55","Wellness, home, gourmet, keepsakes",Kitchen & Gourmet,Air-fryer / modern kitchen gadget,"A genuinely useful, health-friendly time-saver.",D,"Rs 5,000+"
726,"Women, 36-55","Wellness, home, gourmet, keepsakes",Kitchen & Gourmet,Artisanal olive-oil / spice gift set,Elevates everyday cooking with gourmet staples.,C,"Rs 1,500-5,000"
727,"Women, 36-55","Wellness, home, gourmet, keepsakes",Kitchen & Gourmet,Stand mixer / baking upgrade,A dream tool for the passionate home baker.,D,"Rs 5,000+"
728,"Women, 36-55","Wellness, home, gourmet, keepsakes",Kitchen & Gourmet,Personalised apron + baking set,Thoughtful gear for the woman who loves to feed people.,B,"Rs 500-1,500"
729,"Women, 36-55","Wellness, home, gourmet, keepsakes",Kitchen & Gourmet,Ceramic dinnerware / serveware set,Hosting elegance for the entertaining household.,D,"Rs 5,000+"
730,"Women, 36-55","Wellness, home, gourmet, keepsakes",Kitchen & Gourmet,Cheese / charcuterie board + tools,Turns evenings-in into a little celebration.,C,"Rs 1,500-5,000"
731,"Women, 36-55","Wellness, home, gourmet, keepsakes",Jewellery & Style,Personalised birthstone jewellery,"Meaningful, elegant and worn with love.",C,"Rs 1,500-5,000"
732,"Women, 36-55","Wellness, home, gourmet, keepsakes",Jewellery & Style,Birthstone-cluster family pendant,"Her whole family, worn close in one keepsake.",C,"Rs 1,500-5,000"
733,"Women, 36-55","Wellness, home, gourmet, keepsakes",Jewellery & Style,Pearl / classic jewellery set,Timeless elegance for milestones and occasions.,D,"Rs 5,000+"
734,"Women, 36-55","Wellness, home, gourmet, keepsakes",Jewellery & Style,Designer silk scarf / stole,"A versatile, luxurious style unlock.",C,"Rs 1,500-5,000"
735,"Women, 36-55","Wellness, home, gourmet, keepsakes",Jewellery & Style,Cashmere / pashmina wrap,"Soft, warm luxury for years of winters.",D,"Rs 5,000+"
736,"Women, 36-55","Wellness, home, gourmet, keepsakes",Jewellery & Style,Personalised photo-locket,A loved face kept close; sentimental and classic.,B,"Rs 500-1,500"
737,"Women, 36-55","Wellness, home, gourmet, keepsakes",Jewellery & Style,Premium handbag (classic cut),An everyday luxury she'll carry for years.,D,"Rs 5,000+"
738,"Women, 36-55","Wellness, home, gourmet, keepsakes",Jewellery & Style,Elegant watch (leather / mesh),A refined finishing piece for every outfit.,D,"Rs 5,000+"
739,"Women, 36-55","Wellness, home, gourmet, keepsakes",Jewellery & Style,Statement-earring designer set,Occasion-ready sparkle curated with taste.,C,"Rs 1,500-5,000"
740,"Women, 36-55","Wellness, home, gourmet, keepsakes",Jewellery & Style,Custom-engraved bangle / kada,"A personal, wearable keepsake with meaning.",C,"Rs 1,500-5,000"
741,"Women, 36-55","Wellness, home, gourmet, keepsakes",Hobbies,Premium gardening tool + seed set,"Feeds a peaceful, rewarding balcony or garden hobby.",C,"Rs 1,500-5,000"
742,"Women, 36-55","Wellness, home, gourmet, keepsakes",Hobbies,Watercolour / acrylic art master set,For the woman rediscovering her creative side.,C,"Rs 1,500-5,000"
743,"Women, 36-55","Wellness, home, gourmet, keepsakes",Hobbies,Pottery-wheel / ceramics home kit,"A tactile, meditative making hobby.",C,"Rs 1,500-5,000"
744,"Women, 36-55","Wellness, home, gourmet, keepsakes",Hobbies,Sewing / embroidery machine (beginner),Unlocks a whole world of making and mending.,D,"Rs 5,000+"
745,"Women, 36-55","Wellness, home, gourmet, keepsakes",Hobbies,Premium baking / patisserie kit,"Everything for ambitious, showstopping bakes.",C,"Rs 1,500-5,000"
746,"Women, 36-55","Wellness, home, gourmet, keepsakes",Hobbies,Knitting / crochet luxury yarn set,"A cosy, screen-free craft with heirloom results.",B,"Rs 500-1,500"
747,"Women, 36-55","Wellness, home, gourmet, keepsakes",Hobbies,Calligraphy / art-journaling kit,A calming creative outlet with beautiful output.,B,"Rs 500-1,500"
748,"Women, 36-55","Wellness, home, gourmet, keepsakes",Hobbies,Candle / soap-making studio kit,"Scented, giftable results; a full aesthetic hobby.",B,"Rs 500-1,500"
749,"Women, 36-55","Wellness, home, gourmet, keepsakes",Hobbies,DSLR / camera for the hobby photographer,A meaningful tool for the creative eye.,D,"Rs 5,000+"
750,"Women, 36-55","Wellness, home, gourmet, keepsakes",Hobbies,Indoor herb / kitchen-garden kit,Fresh herbs on the sill; joy for the home cook.,B,"Rs 500-1,500"
751,"Women, 36-55","Wellness, home, gourmet, keepsakes",Fitness & Movement,Premium yoga mat + prop bundle,"Encourages a calming, consistent practice.",C,"Rs 1,500-5,000"
752,"Women, 36-55","Wellness, home, gourmet, keepsakes",Fitness & Movement,Smart fitness / activity watch,Motivating health tracking without the fuss.,D,"Rs 5,000+"
753,"Women, 36-55","Wellness, home, gourmet, keepsakes",Fitness & Movement,Massage gun (compact),Recovery and tension relief that feels luxurious.,C,"Rs 1,500-5,000"
754,"Women, 36-55","Wellness, home, gourmet, keepsakes",Fitness & Movement,Pilates ring + band home set,"Effective, gentle strength in minimal space.",B,"Rs 500-1,500"
755,"Women, 36-55","Wellness, home, gourmet, keepsakes",Fitness & Movement,Walking / hiking shoe upgrade,Comfort and support for the daily-walk habit.,C,"Rs 1,500-5,000"
756,"Women, 36-55","Wellness, home, gourmet, keepsakes",Fitness & Movement,Zumba / dance-class package,Joy-first fitness that never feels like a chore.,C,"Rs 1,500-5,000"
757,"Women, 36-55","Wellness, home, gourmet, keepsakes",Fitness & Movement,Foam roller + mobility kit,"Eases the aches of a busy, on-her-feet life.",B,"Rs 500-1,500"
758,"Women, 36-55","Wellness, home, gourmet, keepsakes",Fitness & Movement,Meditation-app annual gift,A year of calm and better sleep.,B,"Rs 500-1,500"
759,"Women, 36-55","Wellness, home, gourmet, keepsakes",Fitness & Movement,Insulated water bottle (elegant),A stylish nudge toward daily hydration.,B,"Rs 500-1,500"
760,"Women, 36-55","Wellness, home, gourmet, keepsakes",Fitness & Movement,Under-desk / mini exercise bike,Sneaks movement into the workday.,C,"Rs 1,500-5,000"
761,"Women, 36-55","Wellness, home, gourmet, keepsakes",Learning & Leisure,Masterclass / skill-course annual pass,A year of learning from world-class teachers.,D,"Rs 5,000+"
762,"Women, 36-55","Wellness, home, gourmet, keepsakes",Learning & Leisure,E-reader (glare-free),A whole library for the avid reader.,D,"Rs 5,000+"
763,"Women, 36-55","Wellness, home, gourmet, keepsakes",Learning & Leisure,Curated book box (her genre),Handpicked reads that respect her taste.,C,"Rs 1,500-5,000"
764,"Women, 36-55","Wellness, home, gourmet, keepsakes",Learning & Leisure,Language-learning premium subscription,Feeds a bucket-list skill and future travel.,C,"Rs 1,500-5,000"
765,"Women, 36-55","Wellness, home, gourmet, keepsakes",Learning & Leisure,Audiobook subscription (annual),"Stories for the commute, kitchen and garden.",C,"Rs 1,500-5,000"
766,"Women, 36-55","Wellness, home, gourmet, keepsakes",Learning & Leisure,Wine / cooking appreciation course,A sophisticated skill and a fun night out.,C,"Rs 1,500-5,000"
767,"Women, 36-55","Wellness, home, gourmet, keepsakes",Learning & Leisure,Documentary / streaming annual gift,Feeds curiosity across the world's stories.,B,"Rs 500-1,500"
768,"Women, 36-55","Wellness, home, gourmet, keepsakes",Learning & Leisure,Personalised leather journal + pen,A beautiful space for thoughts and plans.,B,"Rs 500-1,500"
769,"Women, 36-55","Wellness, home, gourmet, keepsakes",Learning & Leisure,Photography / art workshop voucher,Levels up a passion with guided instruction.,C,"Rs 1,500-5,000"
770,"Women, 36-55","Wellness, home, gourmet, keepsakes",Learning & Leisure,Puzzle / brain-game premium set,"Relaxing, engaging downtime for a sharp mind.",B,"Rs 500-1,500"
